MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE,MINISTERE
2423310632,242,50033106,3,2,2CAP3 33106,2CAP3 OPER.APPAR.ORTH.-SP.ORTHOPROTHESE,1/9/95,,3,O,23320033106,2332,4/7/23,2cap3 operateur en appareillage orthopedique-specialite orthoprothese,Reouverture suite a reforme des RS 2020. RS 2023 : modification des libelles du MEF,MENJ
2423310732,242,50033107,3,2,2CAP3 33107,2CAP3 OPER.APPAR.ORTH.-SP.PODO-ORTHESE,1/9/95,,3,O,23320033107,2332,4/7/23,2cap3 operateur en appareillage orthopedique-specialite podo-orthese,Reouverture suite a reforme des RS 2020. RS 2023 : modification des libelles du MEF,MENJ
2423320132,242,50033201,3,2,2CAP3 33201,2CAP3 DEVLPT: ACT.FAMIL.ARTIS.TOUR.-TOM,1/9/92,,3,O,23320033201,2332,4/26/23,2cap3 developpement activites familiales artisanales touristiques TOM,,MENJ
2423320532,242,50033205,3,2,2CAP3 33205,2CAP3  ACCOMPAG. EDUCATIF PETITE ENFANCE,1/9/21,,3,O,23320033205,2332,4/26/23,2cap3 accompagnant educatif petite enfance,,MENJ
2423341132,242,50033411,3,2,2CAP3 33411,2CAP3  ASS. TECH. MILIEUX FAMIL.COLLECT.,1/9/20,8/31/24,3,O,23320033411,2332,4/26/23,2cap3 assistant(e) technique en milieux familial et collectif,Ajout suite a reforme des RS2020,MENJ
2423341232,242,50033412,3,2,2CAP3 33412,2CAP3  COMMER.SERV.HOTEL-CAFE-RESTAURANT,1/9/20,,3,O,23320033412,2332,4/26/23,2cap3 commercialisation et services en hotel-cafe-restaurant,Ajout suite a reforme des RS2020,MENJ
2423350132,242,50033501,3,2,2CAP3 33501,2CAP3 METIERS DU FOOTBALL,1/9/95,,3,O,23320033501,2332,4/26/23,2cap3 metiers du football,Reouverture suite a reforme des RS 2020,MENJ
2423361532,242,50033615,3,2,2CAP3 33615,2CAP3  ESTHETIQUE COSMETIQUE PARFUMERIE,1/9/20,,3,O,23320033615,2332,4/26/23,2cap3 esthetique cosmetique parfumerie,Ajout suite a reforme des RS2020,MENJ
2423361632,242,50033616,3,2,2CAP3 33616,2CAP3  METIERS DE LA COIFFURE,1/9/20,,3,O,23320033616,2332,5/9/19,2cap3 metiers de la coiffure,,MENJ
2423361732,242,50033617,3,2,2CAP3 33617,2CAP3  TAXIDERMISTE,1/9/20,,3,O,23320033617,2332,4/26/23,2cap3 taxidermiste,,MENJ
2423400232,242,50034002,3,2,2CAP3 34002,2CAP3  AGT PREVENTION MEDIATION,1/9/99,,3,O,23320034002,2332,4/26/23,2cap3 agent de prevention et de mediation,Reouverture suite a reforme des RS 2020,MENJ
2423430132,242,50034301,3,2,2CAP3 34301,2CAP3 AGENT DE LA QUALITE DE L'EAU,1/9/95,,3,O,23320034301,2332,4/26/23,2cap3 agent de la qualite de l'eau,Reouverture suite a reforme des RS 2020,MENJ
2423430332,242,50034303,3,2,2CAP3 34303,2CAP3 ASSAINISMT COLLECT.DECHETS LIQUID,1/9/95,,3,O,23320034303,2332,4/26/23,2cap3 agent d'assainissement et de collecte dechets liquides speciaux,Reouverture suite a reforme des RS 2020,MENJ
2423430732,242,50034307,3,2,2CAP3 34307,2CAP3  AGENT DE PROPRETE ET D'HYGIENE,1/9/20,,3,O,23320034307,2332,4/26/23,2cap3 agent de proprete et d'hygiene,Ajout suite a reforme des RS2020,MENJ
2423440432,242,50034404,3,2,2CAP3 34404,2CAP3  GARDIEN D'IMMEUBLE,1/9/20,,3,O,23320034404,2332,4/26/23,2cap3 gardien d'immeuble,Ajout suite a reforme des RS2020,MENJ
2423440532,242,50034405,3,2,2CAP3 34405,2CAP3  AGENT DE SECURITE,1/9/20,,3,O,23320034405,2332,4/26/23,2cap3 agent de securite,Ajout suite a reforme des RS2020,MENJ
2422010133,242,50020101,3,3,3CAP3 20101,3CAP3  CONDUCT. INSTALLATIONS PRODUCTION,1/9/21,,3,O,23330020101,2333,4/26/23,3cap3 conducteur d'installations de production,Ajout suite a reforme des RS2021,MENJ
2422100233,242,50021002,3,3,3CAP3 21002,3CAP3 DEVELPT: GEST.PTE EXPL.RURAL -TOM,1/9/92,,3,O,23330021002,2333,4/26/23,3cap3 develop. option : gestion de la petite exploitation rurale TOM,,MENJ
2422130333,242,50021303,3,3,3CAP3 21303,3CAP3 DEVELPT: GEST. MILIEU MARIN -TOM,1/9/92,,3,O,23330021303,2333,4/26/23,3cap3 developpent option : gestion et entretien en milieu marin TOM,,MENJ
2422130533,242,50021305,3,3,3CAP3 21305,3CAP3  MAREYAGE,1/9/97,,3,O,23330021305,2333,4/26/23,3cap3 mareyage,Reouverture suite a reforme RS 2021,MENJ
2422200233,242,50022002,3,3,3CAP3 22002,3CAP3 EMPLOYE TECHNIQUE DE LABORATOIRE,1/9/95,,3,O,23330022002,2333,4/26/23,3cap3 employe technique de laboratoire,Reouverture suite a reforme RS 2021,MENJ
2422200533,242,50022005,3,3,3CAP3 22005,3CAP3  PROPR.ENVIR.URBAIN-COLLEC.RECYCL,1/9/21,,3,O,23330022005,2333,4/26/23,3cap3 proprete de l'environnement urbain - collecte et recyclage,Ajout suite a reforme des RS2021,MENJ
2422213033,242,50022130,3,3,3CAP3 22130,3CAP3  CHARCUTIER-TRAITEUR,1/9/00,,3,O,23330022130,2333,4/26/23,3cap3 charcutier-traiteur,Reouverture suite a reforme RS 2021,MENJ
2422213333,242,50022133,3,3,3CAP3 22133,3CAP3  CHOCOLATIER CONFISEUR,1/9/21,,3,O,23330022133,2333,4/26/23,3cap3 chocolatier confiseur,Ajout suite a reforme des RS2021,MENJ
2422213533,242,50022135,3,3,3CAP3 22135,3CAP3  BOUCHER,1/9/21,8/31/24,3,O,23330022135,2333,4/26/23,3cap3 boucher,Ajout suite a reforme des RS2021,MENJ
2422213733,242,50022137,3,3,3CAP3 22137,3CAP3  BOULANGER,1/9/21,,3,O,23330022137,2333,4/26/23,3cap3 boulanger,Ajout suite a reforme des RS2021,MENJ
2422213833,242,50022138,3,3,3CAP3 22138,3CAP3  GLACIER-FABRICANT,1/9/21,,3,O,23330022138,2333,4/26/23,3cap3 glacier-fabricant,Ajout suite a reforme des RS2021,MENJ
2422213933,242,50022139,3,3,3CAP3 22139,3CAP3  CUISINE,1/9/21,,3,O,23330022139,2333,4/26/23,3cap3 cuisine,Ajout suite a reforme des RS2021,MENJ
2422214033,242,50022140,3,3,3CAP3 22140,3CAP3  CREMIER-FROMAGER,1/9/21,,3,O,23330022140,2333,4/26/23,3cap3 cremier-fromager,Ajout suite a reforme des RS2021,MENJ
2422214133,242,50022141,3,3,3CAP3 22141,3CAP3  PATISSIER,1/9/21,,3,O,23330022141,2333,5/10/19,3cap3 patissier,,MENJ
2422214233,242,50022142,3,3,3CAP3 22142,3CAP3  PROD.SERV.REST.(RAPID-COLL-CAFE),1/9/22,,3,O,23330022142,2333,3/12/20,3cap3 production/service en restauration rapide- collective- cafeteria,,MENJ
2422214333,242,50022143,3,3,3CAP3 22143,3CAP3  BOUCHER,1/9/24,,3,O,23330022143,2333,4/26/23,3cap3 boucher,,MENJ
2422220133,242,50022201,3,3,3CAP3 22201,3CAP3 INDUSTRIES CHIMIQUES,1/9/95,,3,O,23330022201,2333,4/2/21,3cap3 industries chimiques,Reouverture suite a reforme RS 2021,MENJ
2422232433,242,50022324,3,3,3CAP3 22324,3CAP3 MOULEUR NOYAUTEUR: CUIVRE BRONZE,1/9/95,,3,O,23330022324,2333,4/26/23,3cap3 mouleur noyauteur : cuivre et bronze,Reouverture suite a reforme RS 2021,MENJ
2422233233,242,50022332,3,3,3CAP3 22332,3CAP3 DOREUR A LA FEUILLE ORNEMANISTE,1/9/95,,3,O,23330022332,2333,4/26/23,3cap3 doreur a la feuille ornemaniste,Reouverture suite a reforme RS 2021,MENJ
2422233933,242,50022339,3,3,3CAP3 22339,3CAP3 LAPIDAIRE OP_A : DIAMANT,1/9/95,,3,O,23330022339,2333,4/26/23,3cap3 lapidaire option A : diamant,Reouverture suite a reforme RS 2021,MENJ
2422234033,242,50022340,3,3,3CAP3 22340,3CAP3 ORFEVRE OP_A : MONTEUR ORFEVRERIE,1/9/95,,3,O,23330022340,2333,4/26/23,3cap3 orfevre option A : monteur en orfevrerie,Reouverture suite a reforme RS 2021,MENJ
2422234133,242,50022341,3,3,3CAP3 22341,3CAP3 ORFEVRE OP_B : TOURN.REPOUSSEUR,1/9/95,,3,O,23330022341,2333,4/26/23,3cap3 orfevre option B : tourneur repousseur en orfevrerie,Reouverture suite a reforme RS 2021,MENJ
2422234233,242,50022342,3,3,3CAP3 22342,3CAP3 ORFEVRE OP_C : POLISSEUR AVIVEUR,1/9/95,,3,O,23330022342,2333,4/26/23,3cap3 orfevre option C : polisseur aviveur en orfevrerie,Reouverture suite a reforme RS 2021,MENJ
2422234333,242,50022343,3,3,3CAP3 22343,3CAP3 LAPIDAIRE OP_B : PIERRES DE COUL.,1/9/95,,3,O,23330022343,2333,4/26/23,3cap3 lapidaire option B : pierres de couleur,Reouverture suite a reforme RS 2021,MENJ
2422234933,242,50022349,3,3,3CAP3 22349,3CAP3 BRONZIER OP_A: MONTEUR EN BRONZE,1/9/95,,3,O,23330022349,2333,4/26/23,3cap3 bronzier option A : monteur en bronze,Reouverture suite a reforme RS 2021,MENJ
2422235033,242,50022350,3,3,3CAP3 22350,3CAP3 BRONZIER OP_B: CISELEUR SUR BRONZ,1/9/95,,3,O,23330022350,2333,4/26/23,3cap3 bronzier option B : ciseleur sur bronze,Reouverture suite a reforme RS 2021,MENJ
2422235133,242,50022351,3,3,3CAP3 22351,3CAP3 BRONZIER OP_C: TOURNEUR SUR BRONZ,1/9/95,,3,O,23330022351,2333,4/26/23,3cap3 bronzier option C : tourneur sur bronze,Reouverture suite a reforme RS 2021,MENJ
2422235333,242,50022353,3,3,3CAP3 22353,3CAP3 EMAILLEUR D'ART SUR METAUX,1/9/95,,3,O,23330022353,2333,4/26/23,3cap3 emailleur d'art sur metaux,Reouverture suite a reforme RS 2021,MENJ
2422235433,242,50022354,3,3,3CAP3 22354,3CAP3 ORFEVRE OP_D : PLANEUR EN ORFEVR.,1/9/95,,3,O,23330022354,2333,4/26/23,3cap3 orfevre option D : planeur en orfevrerie,Reouverture suite a reforme RS 2021,MENJ
2422236033,242,50022360,3,3,3CAP3 22360,3CAP3  METIERS DE LA FONDERIE,1/9/21,,3,O,23330022360,2333,4/26/23,3cap3 metiers de la fonderie,Ajout suite a reforme des RS2021,MENJ
2422236133,242,50022361,3,3,3CAP3 22361,3CAP3  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,1/9/21,,3,O,23330022361,2333,4/26/23,3cap3 art et techniques bijouterie-joaillerie op. bijouterie-joaillerie,Ajout suite a reforme des RS2021,MENJ
2422236233,242,50022362,3,3,3CAP3 22362,3CAP3  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,1/9/21,,3,O,23330022362,2333,4/26/23,3cap3 art et techniques bijouterie-joaillerie op. bijouterie-sertissage,Ajout suite a reforme des RS2021,MENJ
2422236333,242,50022363,3,3,3CAP3 22363,3CAP3  ART TEC BIJ.JOAILL.OP.POLIS.FINI.,1/9/21,,3,O,23330022363,2333,4/26/23,3cap3 art et techniques bijouterie-joaillerie option polissage-finition,Ajout suite a reforme des RS2021,MENJ
2422241933,242,50022419,3,3,3CAP3 22419,3CAP3 FABRIC.INDUSTRIEL.DES CERAMIQUES,1/9/95,,3,O,23330022419,2333,4/26/23,3cap3 fabrication industrielle des ceramiques,Reouverture suite a reforme RS 2021,MENJ
2422242033,242,50022420,3,3,3CAP3 22420,3CAP3 MODELES ET MOULES CERAMIQUES,1/9/95,,3,O,23330022420,2333,4/26/23,3cap3 modeles et moules ceramiques,Reouverture suite a reforme RS 2021,MENJ
2422242133,242,50022421,3,3,3CAP3 22421,3CAP3 TOURNAGE EN CERAMIQUE,1/9/95,,3,O,23330022421,2333,4/26/23,3cap3 tournage en ceramique,Reouverture suite a reforme RS 2021,MENJ
2422242233,242,50022422,3,3,3CAP3 22422,3CAP3 DECORATION EN CERAMIQUE,1/9/95,,3,O,23330022422,2333,4/26/23,3cap3 decoration en ceramique,Reouverture suite a reforme RS 2021,MENJ
2422242533,242,50022425,3,3,3CAP3 22425,3CAP3 ARTS et TECH.VERRE: VITRAILLISTE,1/9/95,,3,O,23330022425,2333,4/26/23,3cap3 arts et techniques du verre option vitrailliste,Reouverture suite a reforme RS 2021,MENJ
2422242733,242,50022427,3,3,3CAP3 22427,3CAP3 ARTS et TECH.VERRE: DECORATEUR,1/9/95,,3,O,23330022427,2333,4/26/23,3cap3 arts et techniques du verre option decorateur,Reouverture suite a reforme RS 2021,MENJ
2422242833,242,50022428,3,3,3CAP3 22428,3CAP3  ARTS DU VERRE ET DU CRISTAL,1/9/21,,3,O,23330022428,2333,4/26/23,3cap3 arts du verre et du cristal,Ajout suite a reforme des RS2021,MENJ
2422242933,242,50022429,3,3,3CAP3 22429,3CAP3  SOUFFLEUR VERRE : ENS.LUMINEUSE,1/9/21,,3,O,23330022429,2333,4/26/23,3cap3 souffleur de verre option enseigne lumineuse,Ajout suite a reforme des RS2021,MENJ
2422243033,242,50022430,3,3,3CAP3 22430,3CAP3  SOUFFL.VERRE : VERRERIE SCIENT.,1/9/21,,3,O,23330022430,2333,4/26/23,3cap3 souffleur de verre option verrerie scientifique,Ajout suite a reforme des RS2021,MENJ
2422250533,242,50022505,3,3,3CAP3 22505,3CAP3 MISE EN OEUV.CAOUTCHOUCS et ELASTO,1/9/95,,3,O,23330022505,2333,4/26/23,3cap3 mise en oeuvre des caoutchoucs et des elastomeres thermoplastiques,Reouverture suite a reforme RS 2021,MENJ
2422250933,242,50022509,3,3,3CAP3 22509,3CAP3  PLASTURGIE,1/9/00,,3,O,23330022509,2333,4/26/23,3cap3 plasturgie,Reouverture suite a reforme RS 2021,MENJ
2422251033,242,50022510,3,3,3CAP3 22510,3CAP3  COMPOSIT.PLASTIQ.CHAUDRONNES,1/9/02,,3,O,23330022510,2333,4/26/23,3cap3 composites- plastiques chaudronnes,Reouverture suite a reforme RS 2021,MENJ
2422260933,242,50022609,3,3,3CAP3 22609,3CAP3 SCIERIES OP_B: AFFUTEUR SCIAGE,1/9/92,,3,O,23330022609,2333,4/26/23,3cap3 mecanicien conducteur scieries et industries mecaniques du bois,Reouverture suite a reforme RS 2021,MENJ
2422271433,242,50022714,3,3,3CAP3 22714,3CAP3  INSTALL. FROID CONDITIONN. D'AIR,1/9/21,,3,O,23330022714,2333,4/26/23,3cap3 installateur en froid et conditionnement d'air,Ajout suite a reforme des RS2021,MENJ
2422271533,242,50022715,3,3,3CAP3 22715,3CAP3  MONTEUR INSTALLATIONS THERMIQUES,1/9/21,,3,O,23330022715,2333,4/26/23,3cap3 monteur en installations thermiques,Ajout suite a reforme des RS2021,MENJ
2422300533,242,50023005,3,3,3CAP3 23005,3CAP3  MONTEUR STRUCTURES MOBILES,1/9/99,,3,O,23330023005,2333,4/26/23,3cap3 monteur de structures mobiles,Reouverture suite a reforme RS 2021,MENJ
2422300633,242,50023006,3,3,3CAP3 23006,3CAP3  INTERVENT. MAINTENANCE.TECHN.BAT.,1/9/23,,3,O,23330023006,2333,5/20/21,3cap3 intervention en maintenance technique des batiments,,MENJ
2422311833,242,50023118,3,3,3CAP3 23118,3CAP3  CONDUCT ENGINS TVX PUB. CARRIERES,1/9/21,8/31/24,3,O,23330023118,2333,4/26/23,3cap3 conducteur d'engins : travaux publics et carrieres,Ajout suite a reforme des RS2021,MENJ
2422311933,242,50023119,3,3,3CAP3 23119,3CAP3  CONSTR. RESEAUX CANALISATIONS TP,1/9/21,,3,O,23330023119,2333,5/10/19,3cap3 constructeur de reseaux de canalisations de travaux publics,,MENJ
2422312033,242,50023120,3,3,3CAP3 23120,3CAP3  CONSTR. ROUT. ET  AMENAGT URB.,1/9/23,,3,O,23330023120,2333,4/26/23,3cap3 constructeur de routes et  d'amenagements urbains,,MENJ
2422312133,242,50023121,3,3,3CAP3 23121,3CAP3  COND.ENGINS TVX PUBLICSetCARRIERES,1/9/24,,3,O,23330023121,2333,4/26/23,3cap3 conducteur d'engins de travaux publics et carrieres,,MENJ
2422321233,242,50023212,3,3,3CAP3 23212,3CAP3 DEVELPT: CONST.ENTRET.BATIMT -TOM,1/9/92,,3,O,23330023212,2333,4/26/23,3cap3 developpement option : construction entretien batiment TOM,,MENJ
2422322033,242,50023220,3,3,3CAP3 23220,3CAP3  TAILLEUR DE PIERRE,1/9/21,,3,O,23330023220,2333,4/26/23,3cap3 tailleur de pierre,Ajout suite a reforme des RS2021,MENJ
2422322133,242,50023221,3,3,3CAP3 23221,3CAP3  MARBRIER BATIMENT ET DECORATION,1/9/21,,3,O,23330023221,2333,4/26/23,3cap3 marbrier du batiment et de la decoration,Ajout suite a reforme des RS2021,MENJ
2422322233,242,50023222,3,3,3CAP3 23222,3CAP3  CONSTRUCTEUR OUVRAGES BETON ARME,1/9/21,,3,O,23330023222,2333,5/10/19,3cap3 constructeur d'ouvrages en beton arme,,MENJ
2422322333,242,50023223,3,3,3CAP3 23223,3CAP3  COUVREUR,1/9/23,,3,O,23330023223,2333,4/26/23,3cap3 couvreur,,MENJ
2422322433,242,50023224,3,3,3CAP3 23224,3CAP3  MACON,1/9/23,,3,O,23330023224,2333,4/26/23,3cap3 macon,,MENJ
2422330233,242,50023302,3,3,3CAP3 23302,3CAP3 MONTEUR EN ISOL.THERMIQ et ACOUST.,1/9/95,8/31/25,3,O,23330023302,2333,4/26/23,3cap3 monteur en isolation thermique et acoustique,Reouverture suite a reforme RS 2021,MENJ
2422331133,242,50023311,3,3,3CAP3 23311,3CAP3 STAFFEUR ORNEMANISTE,1/9/95,,3,O,23330023311,2333,4/2/21,3cap3 staffeur ornemaniste,Reouverture suite a reforme RS 2021,MENJ
2422332133,242,50023321,3,3,3CAP3 23321,3CAP3  ETANCHEUR BATIMENT TRAVAUX PUBLIC,1/9/21,8/31/24,3,O,23330023321,2333,4/26/23,3cap3 etancheur du batiment et des travaux publics,Ajout suite a reforme des RS2021,MENJ
2422332233,242,50023322,3,3,3CAP3 23322,3CAP3  MENUISIER ALUMINIUM-VERRE,1/9/21,8/31/24,3,O,23330023322,2333,4/8/23,3cap3  menuisier aluminium-verre,Ajout suite a reforme des RS2021,MENJ
2422332433,242,50023324,3,3,3CAP3 23324,3CAP3  MONTEUR INSTALLATIONS SANITAIRES,1/9/21,,3,O,23330023324,2333,4/26/23,3cap3 monteur en installations sanitaires,Ajout suite a reforme des RS2021,MENJ
2422332533,242,50023325,3,3,3CAP3 23325,3CAP3  CARRELEUR MOSAISTE,1/9/21,,3,O,23330023325,2333,4/26/23,3cap3 carreleur mosaiste,,MENJ
2422332633,242,50023326,3,3,3CAP3 23326,3CAP3  METIERS PLATRE ET ISOLATION,1/9/21,,3,O,23330023326,2333,5/10/19,3cap3 metiers du platre et de l'isolation,,MENJ
2422332733,242,50023327,3,3,3CAP3 23327,3CAP3  PEINTRE APPLICATEUR REVETEMENTS,1/9/21,,3,O,23330023327,2333,5/10/19,3cap3 peintre applicateur de revetements,,MENJ
2422332833,242,50023328,3,3,3CAP3 23328,3CAP3  ETANCHEUR BATIMENT ET TVX PUBLICS,1/9/24,,3,O,23330023328,2333,4/26/23,3cap3 etancheur du batiment et des travaux publics,,MENJ
2422332933,242,50023329,3,3,3CAP3 23329,3CAP3  MENUISIER ALUMINIUM-VERRE,1/9/24,,3,O,23330023329,2333,4/26/23,3cap3 menuisier aluminium-verre,,MENJ
2422341133,242,50023411,3,3,3CAP3 23411,3CAP3 MENUISIER EN SIEGES,1/9/95,,3,O,23330023411,2333,4/26/23,3cap3 menuisier en sieges,Reouverture suite a reforme RS 2021,MENJ
2422342033,242,50023420,3,3,3CAP3 23420,3CAP3 CANNAGE ET PAILLAGE AMEUBLEMENT,1/9/95,,3,O,23330023420,2333,4/26/23,3cap3 cannage et paillage en ameublement,Reouverture suite a reforme RS 2021,MENJ
2422342733,242,50023427,3,3,3CAP3 23427,3CAP3 OUVRIER ARCHETIER,1/9/95,,3,O,23330023427,2333,4/2/21,3cap3 ouvrier archetier,Reouverture suite a reforme RS 2021,MENJ
2422343033,242,50023430,3,3,3CAP3 23430,3CAP3 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,1/9/95,,3,O,23330023430,2333,4/26/23,3cap3 arts du bois option A : sculpteur ornemaniste,Reouverture suite a reforme RS 2021,MENJ
2422343133,242,50023431,3,3,3CAP3 23431,3CAP3 ARTS BOIS OP_B: TOURNEUR,1/9/95,,3,O,23330023431,2333,4/26/23,3cap3 arts du bois option B : tourneur,Reouverture suite a reforme RS 2021,MENJ
2422343233,242,50023432,3,3,3CAP3 23432,3CAP3 ARTS BOIS OP_C: MARQUETEUR,1/9/95,,3,O,23330023432,2333,4/26/23,3cap3 arts du bois option C : marqueteur,Reouverture suite a reforme RS 2021,MENJ
2422343333,242,50023433,3,3,3CAP3 23433,3CAP3 ENCADREUR,1/9/95,,3,O,23330023433,2333,4/2/21,3cap3 encadreur,Reouverture suite a reforme RS 2021,MENJ
2422343533,242,50023435,3,3,3CAP3 23435,3CAP3 TONNELLERIE,1/9/95,8/31/24,3,O,23330023435,2333,5/24/23,3cap3 tonnellerie,Reouverture suite a reforme RS 2021,MENJ
2422343833,242,50023438,3,3,3CAP3 23438,3CAP3  VANNERIE,1/9/03,,3,O,23330023438,2333,4/26/23,3cap3 vannerie,Reouverture suite a reforme RS 2021,MENJ
2422344333,242,50023443,3,3,3CAP3 23443,3CAP3  CONDUCTEUR-OPERATEUR DE SCIERIE,1/9/21,,3,O,23330023443,2333,4/26/23,3cap3 conducteur-operateur de scierie,Ajout suite a reforme des RS2021,MENJ
2422344433,242,50023444,3,3,3CAP3 23444,3CAP3  CHARPENTIER DE MARINE,1/9/21,,3,O,23330023444,2333,4/26/23,3cap3 charpentier de marine,Ajout suite a reforme des RS2021,MENJ
2422344533,242,50023445,3,3,3CAP3 23445,3CAP3  EBENISTE,1/9/21,,3,O,23330023445,2333,4/26/23,3cap3 ebeniste,Ajout suite a reforme des RS2021,MENJ
2422344633,242,50023446,3,3,3CAP3 23446,3CAP3  CHARPENTIER BOIS,1/9/22,,3,O,23330023446,2333,4/26/23,3cap3 charpentier bois,,MENJ
2422344733,242,50023447,3,3,3CAP3 23447,3CAP3  MENUISIER FABRICANT,1/9/23,,3,O,23330023447,2333,4/26/23,3cap3 menuisier fabricant,,MENJ
2422344933,242,50023449,3,3,3CAP3 23449,3CAP3  MENUISIER INSTALLATEUR,1/9/23,,3,O,23330023449,2333,4/26/23,3cap3 menuisier installateur,,MENJ
2422345033,242,50023450,3,3,3CAP3 23450,3CAP3  ASSISTANT LUTHIER DU QUATUOR,1/9/23,,3,O,23330023450,2333,5/23/21,3cap3 assistant luthier du quatuor,,MENJ
2422345133,242,50023451,3,3,3CAP3 23451,3CAP3  TONNELIER,1/9/25,,3,O,23330023451,2333,5/24/23,3cap3 tonnelier,,MENJ
2422400733,242,50024007,3,3,3CAP3 24007,3CAP3  MET.ENT.TEXT. OP.A  BLANCHISSERIE,1/9/23,,3,O,23330024007,2333,4/26/23,3cap3 metiers de l'entretien des textiles- option A : blanchisserie,,MENJ
2422400833,242,50024008,3,3,3CAP3 24008,3CAP3  MET.ENT.TEXT. OP.B  PRESSING,1/9/23,,3,O,23330024008,2333,4/26/23,3cap3 metiers de l'entretien des textiles- option B : pressing,,MENJ
2422412533,242,50024125,3,3,3CAP3 24125,3CAP3 RENTRAYEUR OP_A : TAPIS,1/9/95,,3,O,23330024125,2333,4/26/23,3cap3 rentrayeur option A : tapis,Reouverture suite a reforme RS 2021,MENJ
2422412633,242,50024126,3,3,3CAP3 24126,3CAP3 RENTRAYEUR OP_B : TAPISSERIES,1/9/95,,3,O,23330024126,2333,4/26/23,3cap3 rentrayeur option B : tapisserie,Reouverture suite a reforme RS 2021,MENJ
2422412733,242,50024127,3,3,3CAP3 24127,3CAP3 ARTS DE LA BRODERIE,1/9/95,,3,O,23330024127,2333,4/2/21,3cap3 arts de la broderie,Reouverture suite a reforme RS 2021,MENJ
2422413033,242,50024130,3,3,3CAP3 24130,3CAP3  ARTS DE LA DENTELLE OPT. FUSEAUx,1/9/21,,3,O,23330024130,2333,4/26/23,3cap3 arts de la dentelle option fuseaux,Ajout suite a reforme des RS2021,MENJ
2422413133,242,50024131,3,3,3CAP3 24131,3CAP3  ARTS DE LA DENTELLE OPT. AIGUILLE,1/9/21,,3,O,23330024131,2333,4/26/23,3cap3 arts de la dentelle option aiguille,Ajout suite a reforme des RS2021,MENJ
2422423133,242,50024231,3,3,3CAP3 24231,3CAP3 ARTS DU TAPIS ET TAPISS.DE LISSE,1/9/95,,3,O,23330024231,2333,4/26/23,3cap3 arts du tapis et de la tapisserie de lisse,Reouverture suite a reforme RS 2021,MENJ
2422423833,242,50024238,3,3,3CAP3 24238,3CAP3  TAPISSIER-E AMEUBLEMENT EN SIEGE,1/9/21,,3,O,23330024238,2333,4/26/23,3cap3 tapissier-tapissiere d'ameublement en siege,Ajout suite a reforme des RS2021,MENJ
2422423933,242,50024239,3,3,3CAP3 24239,3CAP3  TAPISSIER-E AMEUBLEMENT EN DECOR,1/9/21,,3,O,23330024239,2333,4/26/23,3cap3 tapissier-tapissiere d'ameublement en decor,Ajout suite a reforme des RS2021,MENJ
2422424033,242,50024240,3,3,3CAP3 24240,3CAP3  METIERS DE LA MODE-VETEMENT FLOU,1/9/21,,3,O,23330024240,2333,4/26/23,3cap3 metiers de la mode - vetement flou,Ajout suite a reforme des RS2021,MENJ
2422424133,242,50024241,3,3,3CAP3 24241,3CAP3  METIERS DE LA MODE- VET. TAILLEUR,1/9/21,,3,O,23330024241,2333,4/26/23,3cap3 metiers de la mode - vetement tailleur,Ajout suite a reforme des RS2021,MENJ
2422424233,242,50024242,3,3,3CAP3 24242,3CAP3  METIERS MODE CHAPELIER-MODISTE,1/9/21,,3,O,23330024242,2333,4/26/23,3cap3 metiers de la mode : chapelier-modiste,Ajout suite a reforme des RS2021,MENJ
2422431333,242,50024313,3,3,3CAP3 24313,3CAP3 CORDONNIER BOTTIER,1/9/95,,3,O,23330024313,2333,4/2/21,3cap3 cordonnier bottier,Reouverture suite a reforme RS 2021,MENJ
2422431533,242,50024315,3,3,3CAP3 24315,3CAP3  FOURRURE,1/9/99,,3,O,23330024315,2333,4/26/23,3cap3 fourrure,Reouverture suite a reforme RS 2021,MENJ
2422431633,242,50024316,3,3,3CAP3 24316,3CAP3  CHAUSSURE,1/9/99,,3,O,23330024316,2333,4/26/23,3cap3 chaussure,Reouverture suite a reforme RS 2021,MENJ
2422431833,242,50024318,3,3,3CAP3 24318,3CAP3  SELLERIE GENERALE,1/9/99,,3,O,23330024318,2333,4/26/23,3cap3 sellerie generale,Reouverture suite a reforme RS 2021,MENJ
2422431933,242,50024319,3,3,3CAP3 24319,3CAP3  VETEMENT DE PEAU,1/9/99,,3,O,23330024319,2333,4/26/23,3cap3 vetement de peau,Reouverture suite a reforme RS 2021,MENJ
2422432033,242,50024320,3,3,3CAP3 24320,3CAP3  CORDONNERIE MULTISERVICE,1/9/21,,3,O,23330024320,2333,4/26/23,3cap3 cordonnerie multiservice,Ajout suite a reforme des RS2021,MENJ
