MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_4,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
2422235033,242,50022350,3,3,3CAP3 22350,3CAP3 BRONZIER OP_B: CISELEUR SUR BRONZ,9/1/95,,3,O,23330022350,2333,4/26/23,3cap3 bronzier option B : ciseleur sur bronze,Réouverture suite à réforme RS 2021
2422235133,242,50022351,3,3,3CAP3 22351,3CAP3 BRONZIER OP_C: TOURNEUR SUR BRONZ,9/1/95,,3,O,23330022351,2333,4/26/23,3cap3 bronzier option C : tourneur sur bronze,Réouverture suite à réforme RS 2021
2422235333,242,50022353,3,3,3CAP3 22353,3CAP3 EMAILLEUR D'ART SUR METAUX,9/1/95,,3,O,23330022353,2333,4/26/23,3cap3 émailleur d'art sur métaux,Réouverture suite à réforme RS 2021
2422235433,242,50022354,3,3,3CAP3 22354,3CAP3 ORFEVRE OP_D : PLANEUR EN ORFEVR.,9/1/95,,3,O,23330022354,2333,4/26/23,3cap3 orfèvre option D : planeur en orfèvrerie,Réouverture suite à réforme RS 2021
2422236033,242,50022360,3,3,3CAP3 22360,3CAP3  METIERS DE LA FONDERIE,9/1/21,,3,O,23330022360,2333,4/26/23,3cap3 métiers de la fonderie,Ajout suite à réforme dès RS2021
2422236133,242,50022361,3,3,3CAP3 22361,3CAP3  ART TEC. BIJ. JOAILL.OP.BIJ.JOAIL,9/1/21,,3,O,23330022361,2333,4/26/23,3cap3 art & techniques bijouterie-joaillerie op. bijouterie-joaillerie,Ajout suite à réforme dès RS2021
2422236233,242,50022362,3,3,3CAP3 22362,3CAP3  ART TEC BIJ.JOAILL.OP.BIJ.SERTIS.,9/1/21,,3,O,23330022362,2333,4/26/23,3cap3 art & techniques bijouterie-joaillerie op. bijouterie-sertissage,Ajout suite à réforme dès RS2021
2422236333,242,50022363,3,3,3CAP3 22363,3CAP3  ART TEC BIJ.JOAILL.OP.POLIS.FINI.,9/1/21,,3,O,23330022363,2333,4/26/23,3cap3 art & techniques bijouterie-joaillerie option polissage-finition,Ajout suite à réforme dès RS2021
2422240633,242,50022406,3,3,3CAP3 22406,3CAP3 MAINT.INDUST.MATERX DE CONSTRUCT.,9/1/95,8/31/23,3,O,23330022406,2333,4/12/22,3cap3 maint.indust.materx de construct.,Réouverture suite à réforme RS 2021
2422241933,242,50022419,3,3,3CAP3 22419,3CAP3 FABRIC.INDUSTRIEL.DES CERAMIQUES,9/1/95,,3,O,23330022419,2333,4/26/23,3cap3 fabrication industrielle des céramiques,Réouverture suite à réforme RS 2021
2422242033,242,50022420,3,3,3CAP3 22420,3CAP3 MODELES ET MOULES CERAMIQUES,9/1/95,,3,O,23330022420,2333,4/26/23,3cap3 modèles et moules céramiques,Réouverture suite à réforme RS 2021
2422242133,242,50022421,3,3,3CAP3 22421,3CAP3 TOURNAGE EN CERAMIQUE,9/1/95,,3,O,23330022421,2333,4/26/23,3cap3 tournage en céramique,Réouverture suite à réforme RS 2021
2422242233,242,50022422,3,3,3CAP3 22422,3CAP3 DECORATION EN CERAMIQUE,9/1/95,,3,O,23330022422,2333,4/26/23,3cap3 décoration en céramique,Réouverture suite à réforme RS 2021
2422242533,242,50022425,3,3,3CAP3 22425,3CAP3 ARTS & TECH.VERRE: VITRAILLISTE,9/1/95,,3,O,23330022425,2333,4/26/23,3cap3 arts et techniques du verre option vitrailliste,Réouverture suite à réforme RS 2021
2422242733,242,50022427,3,3,3CAP3 22427,3CAP3 ARTS & TECH.VERRE: DECORATEUR,9/1/95,,3,O,23330022427,2333,4/26/23,3cap3 arts et techniques du verre option décorateur,Réouverture suite à réforme RS 2021
2422242833,242,50022428,3,3,3CAP3 22428,3CAP3  ARTS DU VERRE ET DU CRISTAL,9/1/21,,3,O,23330022428,2333,4/26/23,3cap3 arts du verre et du cristal,Ajout suite à réforme dès RS2021
2422242933,242,50022429,3,3,3CAP3 22429,3CAP3  SOUFFLEUR VERRE : ENS.LUMINEUSE,9/1/21,,3,O,23330022429,2333,4/26/23,3cap3 souffleur de verre option enseigne lumineuse,Ajout suite à réforme dès RS2021
2422243033,242,50022430,3,3,3CAP3 22430,3CAP3  SOUFFL.VERRE : VERRERIE SCIENT.,9/1/21,,3,O,23330022430,2333,4/26/23,3cap3 souffleur de verre option verrerie scientifique,Ajout suite à réforme dès RS2021
2422250533,242,50022505,3,3,3CAP3 22505,3CAP3 MISE EN OEUV.CAOUTCHOUCS & ELASTO,9/1/95,,3,O,23330022505,2333,4/26/23,3cap3 mise en oeuvre des caoutchoucs & des élastomères thermoplastiques,Réouverture suite à réforme RS 2021
2422250933,242,50022509,3,3,3CAP3 22509,3CAP3  PLASTURGIE,9/1/00,,3,O,23330022509,2333,4/26/23,3cap3 plasturgie,Réouverture suite à réforme RS 2021
2422251033,242,50022510,3,3,3CAP3 22510,3CAP3  COMPOSIT.PLASTIQ.CHAUDRONNES,9/1/02,,3,O,23330022510,2333,4/26/23,"3cap3 composites, plastiques chaudronnés",Réouverture suite à réforme RS 2021
2422260933,242,50022609,3,3,3CAP3 22609,3CAP3 SCIERIES OP_B: AFFUTEUR SCIAGE,9/1/92,,3,O,23330022609,2333,4/26/23,3cap3 mécanicien conducteur scieries et industries mécaniques du bois,Réouverture suite à réforme RS 2021
2422271433,242,50022714,3,3,3CAP3 22714,3CAP3  INSTALL. FROID CONDITIONN. D'AIR,9/1/21,,3,O,23330022714,2333,4/26/23,3cap3 installateur en froid et conditionnement d'air,Ajout suite à réforme dès RS2021
2422271533,242,50022715,3,3,3CAP3 22715,3CAP3  MONTEUR INSTALLATIONS THERMIQUES,9/1/21,,3,O,23330022715,2333,4/26/23,3cap3 monteur en installations thermiques,Ajout suite à réforme dès RS2021
2422300533,242,50023005,3,3,3CAP3 23005,3CAP3  MONTEUR STRUCTURES MOBILES,9/1/99,,3,O,23330023005,2333,4/26/23,3cap3 monteur de structures mobiles,Réouverture suite à réforme RS 2021
2422300633,242,50023006,3,3,3CAP3 23006,3CAP3  INTERVENT. MAINTENANCE.TECHN.BAT.,9/1/23,,3,O,23330023006,2333,5/20/21,3cap3 intervention en maintenance technique des bâtiments,
2422311833,242,50023118,3,3,3CAP3 23118,3CAP3  CONDUCT ENGINS TVX PUB. CARRIERES,9/1/21,8/31/24,3,O,23330023118,2333,4/26/23,3cap3 conducteur d'engins : travaux publics et carrières,Ajout suite à réforme dès RS2021
2422311933,242,50023119,3,3,3CAP3 23119,3CAP3  CONSTR. RESEAUX CANALISATIONS TP,9/1/21,,3,O,23330023119,2333,5/10/19,3cap3 constructeur de réseaux de canalisations de travaux publics,
2422312033,242,50023120,3,3,3CAP3 23120,3CAP3  CONSTR. ROUT. ET  AMENAGT URB.,9/1/23,,3,O,23330023120,2333,4/26/23,3cap3 constructeur de routes et  d'aménagements urbains,
2422312133,242,50023121,3,3,3CAP3 23121,3CAP3  COND.ENGINS TVX PUBLICS&CARRIERES,9/1/24,,3,O,23330023121,2333,4/26/23,3cap3 conducteur d'engins de travaux publics et carrières,
2422321233,242,50023212,3,3,3CAP3 23212,3CAP3 DEVELPT: CONST.ENTRET.BATIMT -TOM,9/1/92,,3,O,23330023212,2333,4/26/23,3cap3 développement option : construction entretien bâtiment TOM,
2422322033,242,50023220,3,3,3CAP3 23220,3CAP3  TAILLEUR DE PIERRE,9/1/21,,3,O,23330023220,2333,4/26/23,3cap3 tailleur de pierre,Ajout suite à réforme dès RS2021
2422322133,242,50023221,3,3,3CAP3 23221,3CAP3  MARBRIER BATIMENT ET DECORATION,9/1/21,,3,O,23330023221,2333,4/26/23,3cap3 marbrier du bâtiment et de la décoration,Ajout suite à réforme dès RS2021
2422322233,242,50023222,3,3,3CAP3 23222,3CAP3  CONSTRUCTEUR OUVRAGES BETON ARME,9/1/21,,3,O,23330023222,2333,5/10/19,3cap3 constructeur d'ouvrages en béton armé,
2422322333,242,50023223,3,3,3CAP3 23223,3CAP3  COUVREUR,9/1/23,,3,O,23330023223,2333,4/26/23,3cap3 couvreur,
2422322433,242,50023224,3,3,3CAP3 23224,3CAP3  MACON,9/1/23,,3,O,23330023224,2333,4/26/23,3cap3 maçon,
2422330233,242,50023302,3,3,3CAP3 23302,3CAP3 MONTEUR EN ISOL.THERMIQ & ACOUST.,9/1/95,8/31/25,3,O,23330023302,2333,4/26/23,3cap3 monteur en isolation thermique et acoustique,Réouverture suite à réforme RS 2021
2422331133,242,50023311,3,3,3CAP3 23311,3CAP3 STAFFEUR ORNEMANISTE,9/1/95,,3,O,23330023311,2333,4/2/21,3cap3 staffeur ornemaniste,Réouverture suite à réforme RS 2021
2422332133,242,50023321,3,3,3CAP3 23321,3CAP3  ETANCHEUR BATIMENT TRAVAUX PUBLIC,9/1/21,8/31/24,3,O,23330023321,2333,4/26/23,3cap3 étancheur du bâtiment et des travaux publics,Ajout suite à réforme dès RS2021
2422332233,242,50023322,3,3,3CAP3 23322,3CAP3  MENUISIER ALUMINIUM-VERRE,9/1/21,8/31/24,3,O,23330023322,2333,4/8/23,3cap3  menuisier aluminium-verre,Ajout suite à réforme dès RS2021
2422332433,242,50023324,3,3,3CAP3 23324,3CAP3  MONTEUR INSTALLATIONS SANITAIRES,9/1/21,,3,O,23330023324,2333,4/26/23,3cap3 monteur en installations sanitaires,Ajout suite à réforme dès RS2021
2422332533,242,50023325,3,3,3CAP3 23325,3CAP3  CARRELEUR MOSAISTE,9/1/21,,3,O,23330023325,2333,4/26/23,3cap3 carreleur mosaïste,
2422332633,242,50023326,3,3,3CAP3 23326,3CAP3  METIERS PLATRE ET ISOLATION,9/1/21,,3,O,23330023326,2333,5/10/19,3cap3 métiers du plâtre et de l'isolation,
2422332733,242,50023327,3,3,3CAP3 23327,3CAP3  PEINTRE APPLICATEUR REVETEMENTS,9/1/21,,3,O,23330023327,2333,5/10/19,3cap3 peintre applicateur de revêtements,
2422332833,242,50023328,3,3,3CAP3 23328,3CAP3  ETANCHEUR BATIMENT ET TVX PUBLICS,9/1/24,,3,O,23330023328,2333,4/26/23,3cap3 étancheur du bâtiment et des travaux publics,
2422332933,242,50023329,3,3,3CAP3 23329,3CAP3  MENUISIER ALUMINIUM-VERRE,9/1/24,,3,O,23330023329,2333,4/26/23,3cap3 menuisier aluminium-verre,
2422341133,242,50023411,3,3,3CAP3 23411,3CAP3 MENUISIER EN SIEGES,9/1/95,,3,O,23330023411,2333,4/26/23,3cap3 menuisier en sièges,Réouverture suite à réforme RS 2021
2422342033,242,50023420,3,3,3CAP3 23420,3CAP3 CANNAGE ET PAILLAGE AMEUBLEMENT,9/1/95,,3,O,23330023420,2333,4/26/23,3cap3 cannage et paillage en ameublement,Réouverture suite à réforme RS 2021
2422342733,242,50023427,3,3,3CAP3 23427,3CAP3 OUVRIER ARCHETIER,9/1/95,,3,O,23330023427,2333,4/2/21,3cap3 ouvrier archetier,Réouverture suite à réforme RS 2021
2422342833,242,50023428,3,3,3CAP3 23428,3CAP3 LUTHERIE,9/1/95,8/31/23,3,O,23330023428,2333,5/23/21,3cap3 lutherie,Réouverture suite à réforme RS 2021
2422343033,242,50023430,3,3,3CAP3 23430,3CAP3 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,9/1/95,,3,O,23330023430,2333,4/26/23,3cap3 arts du bois option A : sculpteur ornemaniste,Réouverture suite à réforme RS 2021
2422343133,242,50023431,3,3,3CAP3 23431,3CAP3 ARTS BOIS OP_B: TOURNEUR,9/1/95,,3,O,23330023431,2333,4/26/23,3cap3 arts du bois option B : tourneur,Réouverture suite à réforme RS 2021
2422343233,242,50023432,3,3,3CAP3 23432,3CAP3 ARTS BOIS OP_C: MARQUETEUR,9/1/95,,3,O,23330023432,2333,4/26/23,3cap3 arts du bois option C : marqueteur,Réouverture suite à réforme RS 2021
2422343333,242,50023433,3,3,3CAP3 23433,3CAP3 ENCADREUR,9/1/95,,3,O,23330023433,2333,4/2/21,3cap3 encadreur,Réouverture suite à réforme RS 2021
2422343533,242,50023435,3,3,3CAP3 23435,3CAP3 TONNELLERIE,9/1/95,8/31/24,3,O,23330023435,2333,5/24/23,3cap3 tonnellerie,Réouverture suite à réforme RS 2021
2422343833,242,50023438,3,3,3CAP3 23438,3CAP3  VANNERIE,9/1/03,,3,O,23330023438,2333,4/26/23,3cap3 vannerie,Réouverture suite à réforme RS 2021
2422344033,242,50023440,3,3,3CAP3 23440,3CAP3  CONSTRUCTEUR BOIS,9/1/21,8/31/23,3,O,23330023440,2333,5/18/21,3cap3  constructeur bois,Ajout suite à réforme dès RS2021
2422344333,242,50023443,3,3,3CAP3 23443,3CAP3  CONDUCTEUR-OPERATEUR DE SCIERIE,9/1/21,,3,O,23330023443,2333,4/26/23,3cap3 conducteur-opérateur de scierie,Ajout suite à réforme dès RS2021
2422344433,242,50023444,3,3,3CAP3 23444,3CAP3  CHARPENTIER DE MARINE,9/1/21,,3,O,23330023444,2333,4/26/23,3cap3 charpentier de marine,Ajout suite à réforme dès RS2021
2422344533,242,50023445,3,3,3CAP3 23445,3CAP3  EBENISTE,9/1/21,,3,O,23330023445,2333,4/26/23,3cap3 ébéniste,Ajout suite à réforme dès RS2021
2422344633,242,50023446,3,3,3CAP3 23446,3CAP3  CHARPENTIER BOIS,9/1/22,,3,O,23330023446,2333,4/26/23,3cap3 charpentier bois,
2422344733,242,50023447,3,3,3CAP3 23447,3CAP3  MENUISIER FABRICANT,9/1/23,,3,O,23330023447,2333,4/26/23,3cap3 menuisier fabricant,
2422344933,242,50023449,3,3,3CAP3 23449,3CAP3  MENUISIER INSTALLATEUR,9/1/23,,3,O,23330023449,2333,4/26/23,3cap3 menuisier installateur,
2422345033,242,50023450,3,3,3CAP3 23450,3CAP3  ASSISTANT LUTHIER DU QUATUOR,9/1/23,,3,O,23330023450,2333,5/23/21,3cap3 assistant luthier du quatuor,
2422345133,242,50023451,3,3,3CAP3 23451,3CAP3  TONNELIER,9/1/25,,3,O,23330023451,2333,5/24/23,3cap3 tonnelier,
2422400733,242,50024007,3,3,3CAP3 24007,3CAP3  MET.ENT.TEXT. OP.A  BLANCHISSERIE,9/1/23,,3,O,23330024007,2333,4/26/23,"3cap3 métiers de l'entretien des textiles, option A : blanchisserie",
2422400833,242,50024008,3,3,3CAP3 24008,3CAP3  MET.ENT.TEXT. OP.B  PRESSING,9/1/23,,3,O,23330024008,2333,4/26/23,"3cap3 métiers de l'entretien des textiles, option B : pressing",
2422412533,242,50024125,3,3,3CAP3 24125,3CAP3 RENTRAYEUR OP_A : TAPIS,9/1/95,,3,O,23330024125,2333,4/26/23,3cap3 rentrayeur option A : tapis,Réouverture suite à réforme RS 2021
2422412633,242,50024126,3,3,3CAP3 24126,3CAP3 RENTRAYEUR OP_B : TAPISSERIES,9/1/95,,3,O,23330024126,2333,4/26/23,3cap3 rentrayeur option B : tapisserie,Réouverture suite à réforme RS 2021
2422412733,242,50024127,3,3,3CAP3 24127,3CAP3 ARTS DE LA BRODERIE,9/1/95,,3,O,23330024127,2333,4/2/21,3cap3 arts de la broderie,Réouverture suite à réforme RS 2021
2422413033,242,50024130,3,3,3CAP3 24130,3CAP3  ARTS DE LA DENTELLE OPT. FUSEAUx,9/1/21,,3,O,23330024130,2333,4/26/23,3cap3 arts de la dentelle option fuseaux,Ajout suite à réforme dès RS2021
2422413133,242,50024131,3,3,3CAP3 24131,3CAP3  ARTS DE LA DENTELLE OPT. AIGUILLE,9/1/21,,3,O,23330024131,2333,4/26/23,3cap3 arts de la dentelle option aiguille,Ajout suite à réforme dès RS2021
2422423133,242,50024231,3,3,3CAP3 24231,3CAP3 ARTS DU TAPIS ET TAPISS.DE LISSE,9/1/95,,3,O,23330024231,2333,4/26/23,3cap3 arts du tapis et de la tapisserie de lisse,Réouverture suite à réforme RS 2021
2422423833,242,50024238,3,3,3CAP3 24238,3CAP3  TAPISSIER-E AMEUBLEMENT EN SIEGE,9/1/21,,3,O,23330024238,2333,4/26/23,3cap3 tapissier-tapissière d'ameublement en siège,Ajout suite à réforme dès RS2021
2422423933,242,50024239,3,3,3CAP3 24239,3CAP3  TAPISSIER-E AMEUBLEMENT EN DECOR,9/1/21,,3,O,23330024239,2333,4/26/23,3cap3 tapissier-tapissière d'ameublement en décor,Ajout suite à réforme dès RS2021
2422424033,242,50024240,3,3,3CAP3 24240,3CAP3  METIERS DE LA MODE-VÊTEMENT FLOU,9/1/21,,3,O,23330024240,2333,4/26/23,3cap3 métiers de la mode - vêtement flou,Ajout suite à réforme dès RS2021
2422424133,242,50024241,3,3,3CAP3 24241,3CAP3  METIERS DE LA MODE- VÊT. TAILLEUR,9/1/21,,3,O,23330024241,2333,4/26/23,3cap3 métiers de la mode - vêtement tailleur,Ajout suite à réforme dès RS2021
2422424233,242,50024242,3,3,3CAP3 24242,3CAP3  METIERS MODE CHAPELIER-MODISTE,9/1/21,,3,O,23330024242,2333,4/26/23,3cap3 métiers de la mode : chapelier-modiste,Ajout suite à réforme dès RS2021
2422431333,242,50024313,3,3,3CAP3 24313,3CAP3 CORDONNIER BOTTIER,9/1/95,,3,O,23330024313,2333,4/2/21,3cap3 cordonnier bottier,Réouverture suite à réforme RS 2021
2422431533,242,50024315,3,3,3CAP3 24315,3CAP3  FOURRURE,9/1/99,,3,O,23330024315,2333,4/26/23,3cap3 fourrure,Réouverture suite à réforme RS 2021
2422431633,242,50024316,3,3,3CAP3 24316,3CAP3  CHAUSSURE,9/1/99,,3,O,23330024316,2333,4/26/23,3cap3 chaussure,Réouverture suite à réforme RS 2021
2422431833,242,50024318,3,3,3CAP3 24318,3CAP3  SELLERIE GENERALE,9/1/99,,3,O,23330024318,2333,4/26/23,3cap3 sellerie générale,Réouverture suite à réforme RS 2021
2422431933,242,50024319,3,3,3CAP3 24319,3CAP3  VETEMENT DE PEAU,9/1/99,,3,O,23330024319,2333,4/26/23,3cap3 vêtement de peau,Réouverture suite à réforme RS 2021
2422432033,242,50024320,3,3,3CAP3 24320,3CAP3  CORDONNERIE MULTISERVICE,9/1/21,,3,O,23330024320,2333,4/26/23,3cap3 cordonnerie multiservice,Ajout suite à réforme dès RS2021
2422432133,242,50024321,3,3,3CAP3 24321,3CAP3  SELLIER HARNACHEUR,9/1/21,,3,O,23330024321,2333,4/26/23,3cap3 sellier harnacheur,Ajout suite à réforme dès RS2021
2422432233,242,50024322,3,3,3CAP3 24322,3CAP3  MAROQUINERIE,9/1/21,,3,O,23330024322,2333,4/26/23,3cap3 maroquinerie,Ajout suite à réforme dès RS2021
2422500133,242,50025001,3,3,3CAP3 25001,3CAP3 CERTIF.APTITUDE AU DEVELOPT -TOM,9/1/92,,3,O,23330025001,2333,4/26/23,3cap3 certificat d'aptitude au développement TOM,
2422510833,242,50025108,3,3,3CAP3 25108,3CAP3 INSTRUMTS COUPANTS & DE CHIRURGIE,9/1/95,,3,O,23330025108,2333,4/26/23,3cap3 instruments coupants et de chirurgie,Réouverture suite à réforme RS 2021
2422512333,242,50025123,3,3,3CAP3 25123,3CAP3 DECOLLETAGE : OPERATEUR REGLEUR,9/1/95,,3,O,23330025123,2333,4/26/23,3cap3 décolletage : opérateur régleur en décolletage,Réouverture suite à réforme RS 2021
2422512633,242,50025126,3,3,3CAP3 25126,3CAP3 OUTILLAGES A DECOUPER ET EMBOUTIR,9/1/95,,3,O,23330025126,2333,4/26/23,3cap3 outillages en outils à découper et à emboutir,Réouverture suite à réforme RS 2021
2422513033,242,50025130,3,3,3CAP3 25130,3CAP3 DEVELPT: FABRIC.ENTRET.MECA. -TOM,9/1/92,,3,O,23330025130,2333,4/26/23,"3cap3 développement option fabrication, entretien en mécanique TOM",
2422513333,242,50025133,3,3,3CAP3 25133,3CAP3  AGENT VERIF. APPAR. EXTINCTEURS,9/1/98,,3,O,23330025133,2333,4/26/23,3cap3 agent vérificateur d'appareils extincteurs,Réouverture suite à réforme RS 2021
2422513433,242,50025134,3,3,3CAP3 25134,3CAP3  TRANSPORT CABLES-REMONTEES MECA.,9/1/00,8/31/24,3,O,23330025134,2333,4/26/23,3cap3 transport par câbles et remontées mécaniques,Réouverture suite à réforme RS 2021
2422513633,242,50025136,3,3,3CAP3 25136,3CAP3  ARMURERIE (FABRICAT. ET REPARAT.),9/1/21,,3,O,23330025136,2333,4/26/23,3cap3 armurerie (fabrication et réparation),Ajout suite à réforme dès RS2021
2422513733,242,50025137,3,3,3CAP3 25137,3CAP3  HORLOGERIE,9/1/21,,3,O,23330025137,2333,4/26/23,3cap3 horlogerie,Ajout suite à réforme dès RS2021
2422513833,242,50025138,3,3,3CAP3 25138,3CAP3  TRANSP.CABLES&REMONTEES MECANIQ.,9/1/24,,3,O,23330025138,2333,4/26/23,3cap3 transports par câbles et remontées mécaniques,
2422521733,242,50025217,3,3,3CAP3 25217,3CAP3  REPAR.ENTR.EMBARCATIONS PLAISANCE,9/1/21,8/31/24,3,O,23330025217,2333,5/24/23,3cap3 réparation entretien des embarcations de plaisance,Ajout suite à réforme dès RS2021
2422521833,242,50025218,3,3,3CAP3 25218,3CAP3  MAINT.VEHIC.OPTA VOIT.PARTICUL.,9/1/21,,3,O,23330025218,2333,4/26/23,3cap3 maintenance des véhicules option A voitures particulières,Ajout suite à réforme dès RS2021
2422521933,242,50025219,3,3,3CAP3 25219,3CAP3  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,9/1/21,,3,O,23330025219,2333,4/26/23,3cap3  maintenance des véhicules opt. B véhicules de transport routier,Ajout suite à réforme dès RS2021
2422522033,242,50025220,3,3,3CAP3 25220,3CAP3  MAINT.VEHIC.OPTC MOTOCYCLES,9/1/21,,3,O,23330025220,2333,4/26/23,3cap3 maintenance des véhicules option C motocycles,Ajout suite à réforme dès RS2021
2422522133,242,50025221,3,3,3CAP3 25221,3CAP3  MAINT.MATERIELS OPT.A AGRICOLES,9/1/21,,3,O,23330025221,2333,4/26/23,3cap3 maintenance des matériels option A matériels agricoles,Ajout suite à réforme dès RS2021
2422522233,242,50025222,3,3,3CAP3 25222,3CAP3  MAINT.MATERIELS OPT.B CONS.MANUT.,9/1/21,,3,O,23330025222,2333,4/26/23,3cap3 maint. des matériels option B matériels construction manutention,Ajout suite à réforme dès RS2021
2422522333,242,50025223,3,3,3CAP3 25223,3CAP3  MAINT.MATERIELS OPT.C ESP. VERTS,9/1/21,,3,O,23330025223,2333,4/26/23,3cap3 maintenance des matériels option C matériels d'espaces verts,Ajout suite à réforme dès RS2021
2422522433,242,50025224,3,3,3CAP3 25224,3CAP3  MAINTENANCE NAUTIQUE,9/1/25,,3,O,23330025224,2333,5/24/23,3cap3 maintenance nautique,
2422530533,242,50025305,3,3,3CAP3 25305,3CAP3  AERONAUTIQUE OPTION AVIONIQUE,9/1/21,,3,O,23330025305,2333,4/26/23,3cap3 aéronautique option avionique,Ajout suite à réforme dès RS2021
2422530633,242,50025306,3,3,3CAP3 25306,3CAP3  AERONAUTIQUE OPTION SYSTEMES,9/1/21,,3,O,23330025306,2333,4/26/23,3cap3 aéronautique option systèmes,Ajout suite à réforme dès RS2021
2422530733,242,50025307,3,3,3CAP3 25307,3CAP3  AERONAUTIQUE OPTION STRUCTURES,9/1/21,,3,O,23330025307,2333,4/26/23,3cap3 aéronautique option structures,Ajout suite à réforme dès RS2021
2422542133,242,50025421,3,3,3CAP3 25421,3CAP3 MISE EN FORME DES MATERIAUX,9/1/95,,3,O,23330025421,2333,4/26/23,3cap3 mise en forme des matériaux,Réouverture suite à réforme RS 2021
2422542533,242,50025425,3,3,3CAP3 25425,3CAP3 OUTILLAGE EN MOULES METALLIQUE,9/1/95,,3,O,23330025425,2333,4/26/23,3cap3 outillages en moules métalliques,Réouverture suite à réforme RS 2021
2422543233,242,50025432,3,3,3CAP3 25432,3CAP3  CONSTRUCTION DES CARROSSERIES,9/1/21,,3,O,23330025432,2333,4/26/23,3cap3 construction des carrosseries,Ajout suite à réforme dès RS2021
2422543333,242,50025433,3,3,3CAP3 25433,3CAP3  PEINTURE EN CARROSSERIE,9/1/21,8/31/25,3,O,23330025433,2333,4/26/23,3cap3 peinture en carrosserie,Ajout suite à réforme dès RS2021
2422543433,242,50025434,3,3,3CAP3 25434,3CAP3  REPARATION DES CARROSSERIES,9/1/21,8/31/25,3,O,23330025434,2333,4/26/23,3cap3 réparation des carrosseries,Ajout suite à réforme dès RS2021
2422543633,242,50025436,3,3,3CAP3 25436,3CAP3  FERRONNIER D'ART,9/1/21,,3,O,23330025436,2333,4/26/23,3cap3 ferronnier d'art,Ajout suite à réforme dès RS2021
2422543733,242,50025437,3,3,3CAP3 25437,3CAP3  REAL.IND.CHAUD.SOUD. OP.A CHAUD.,9/1/21,,3,O,23330025437,2333,4/26/23,3cap3 réalisations industrielles option A chaudronnerie,Ajout suite à réforme dès RS2021
2422543833,242,50025438,3,3,3CAP3 25438,3CAP3  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,9/1/21,,3,O,23330025438,2333,4/26/23,3cap3 réalisations industrielles option B soudage,Ajout suite à réforme dès RS2021
2422543933,242,50025439,3,3,3CAP3 25439,3CAP3  METALLIER,9/1/23,,3,O,23330025439,2333,4/26/23,3cap3 métallier,
2422544033,242,50025440,3,3,3CAP3 25440,3CAP3  CARROSSIER AUTOMOBILE,9/1/25,,3,O,23330025440,2333,4/26/23,3cap3 carrossier automobile,
2422544133,242,50025441,3,3,3CAP3 25441,3CAP3  PEINTRE AUTOMOBILE,9/1/25,,3,O,23330025441,2333,4/26/23,3cap3 peintre automobile,
2422552133,242,50025521,3,3,3CAP3 25521,3CAP3  METIERS ENSEIGNE SIGNALETIQUE,9/1/01,,3,O,23330025521,2333,4/26/23,3cap3 métiers de l'enseigne et de la signalétique,Réouverture suite à réforme RS 2021
2422552433,242,50025524,3,3,3CAP3 25524,3CAP3  ELECTRICIEN,9/1/21,,3,O,23330025524,2333,4/26/23,3cap3 électricien,Ajout suite à réforme dès RS2021
2423110733,242,50031107,3,3,3CAP3 31107,3CAP3 EMBALLEUR PROFESSIONNEL,9/1/95,,3,O,23330031107,2333,4/2/21,3cap3 emballeur professionnel,Réouverture suite à réforme RS 2021
2423111433,242,50031114,3,3,3CAP3 31114,3CAP3  AGT ACCUEIL CONDTE ROUT.TR.VOYAG.,9/1/99,8/31/25,3,O,23330031114,2333,4/26/23,3cap3 agent d'accueil et de conduite routière - transport de voyageurs,Réouverture suite à réforme RS 2021
2423111733,242,50031117,3,3,3CAP3 31117,3CAP3  CONDUCTEUR ROUTIER MARCHANDISES,9/1/21,,3,O,23330031117,2333,4/26/23,"3cap3 conducteur routier ""marchandises""",Ajout suite à réforme dès RS2021
2423111833,242,50031118,3,3,3CAP3 31118,3CAP3  CONDUCTEUR LIVREUR MARCHANDISES,9/1/21,,3,O,23330031118,2333,4/26/23,3cap3 conducteur livreur de marchandises,Ajout suite à réforme dès RS2021
2423111933,242,50031119,3,3,3CAP3 31119,3CAP3  DEMENAGEUR VEHIC.UTILITAIRE LEGER,9/1/21,,3,O,23330031119,2333,4/26/23,3cap3 déménageur sur véhicule utilitaire léger,Ajout suite à réforme dès RS2021
2423112133,242,50031121,3,3,3CAP3 31121,3CAP3  TRANSPORT FLUVIAL,9/1/21,,3,O,23330031121,2333,4/26/23,3cap3 transport fluvial,Ajout suite à réforme dès RS2021
2423112233,242,50031122,3,3,3CAP3 31122,3CAP3  OPERATEUR/OPERATRICE LOGISTIQUE,9/1/21,,3,O,23330031122,2333,4/26/23,3cap3 opérateur/opératrice logistique,Ajout suite à réforme dès RS2021
